,index,Unnamed: 0,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
221,314,979,BMW,X,2011,Other,Black,Full,6.0,Gas,Automatic,160000,Riyadh,45000,False
222,315,4842,Mazda,3,2015,Saudi,Red,Full,2.0,Gas,Automatic,74000,Jeddah,55000,False
223,317,3698,Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,Full,4.0,Gas,Manual,73000,Jeddah,103000,False
224,318,3610,Ford,Expedition,2016,Saudi,White,Semi Full,5.4,Gas,Automatic,109000,Riyadh,72000,False
225,319,7929,Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,91769,Riyadh,68000,False
226,320,765,Nissan,Patrol,2010,Saudi,Black,Full,5.6,Gas,Automatic,346000,Riyadh,70000,False
227,321,4985,Hyundai,Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,142,Jeddah,52000,False
228,322,4611,Toyota,Camry,2015,Saudi,Silver,Standard,2.5,Gas,Automatic,310000,Makkah,30000,False
229,324,6737,Lexus,ES,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,200000,Riyadh,75000,False
230,325,1189,Hyundai,Elantra,2019,Saudi,Navy,Standard,1.6,Gas,Automatic,101364,Riyadh,50500,False
231,327,7200,Honda,Accord,2016,Gulf Arabic,Golden,Full,2.5,Gas,Automatic,66000,Riyadh,89000,False
232,328,6513,Toyota,Prado,2014,Saudi,Silver,Full,4.0,Gas,Automatic,121000,Jeddah,109000,False
233,329,401,Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000,False
234,332,5186,Mercedes,CLS,2007,Saudi,Black,Full,6.3,Gas,Automatic,178000,Dammam,33000,False
235,333,276,Toyota,Camry,2019,Saudi,Black,Standard,2.5,Gas,Automatic,48000,Riyadh,80000,False
236,334,4058,Kia,Sportage,2020,Saudi,Navy,Full,1.6,Gas,Automatic,7688,Riyadh,67000,False
237,335,7566,Hyundai,Tuscani,2015,Saudi,White,Standard,2.0,Gas,Automatic,130,Jeddah,40000,False
238,337,2828,Nissan,Sentra,2016,Saudi,Silver,Standard,1.6,Gas,Automatic,96000,Riyadh,31000,False
239,338,5687,Ford,Taurus,2011,Saudi,Silver,Standard,3.5,Gas,Automatic,369000,Riyadh,37500,False
240,339,2126,Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,27000,Abha,1010,False
241,341,4164,Nissan,Patrol,2015,Saudi,White,Semi Full,4.8,Gas,Automatic,247000,Jeddah,75000,False
242,342,3934,Lexus,ES,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,62000,Yanbu,195000,False
243,343,7668,Chevrolet,Caprice,2013,Saudi,Black,Standard,6.0,Gas,Automatic,190000,Riyadh,39000,False
244,344,5680,Chevrolet,Tahoe,2016,Saudi,White,Standard,5.3,Gas,Automatic,140641,Jeddah,2333,False
245,345,2713,Chevrolet,Trailblazer,2004,Other,Black,Full,5.3,Gas,Automatic,3500000,Jeddah,10000,False
246,346,2123,Lexus,IS,2018,Saudi,Black,Semi Full,3.5,Gas,Automatic,131000,Riyadh,166000,False
247,349,2992,Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,59073,Riyadh,186500,False
248,350,5511,Lexus,ES,2018,Gulf Arabic,Golden,Semi Full,3.5,Gas,Automatic,28000,Riyadh,122000,False
249,352,7679,Toyota,Land Cruiser,1997,Saudi,Silver,Full,4.5,Gas,Manual,708000,Tabouk,25000,False
250,353,4461,Ford,Expedition,2003,Saudi,Black,Full,5.4,Gas,Automatic,400000,Al-Jouf,4000,False
251,357,7531,GMC,Yukon,2008,Saudi,Black,Full,7.2,Gas,Automatic,299000,Makkah,30000,False
252,358,2222,Chevrolet,Silverado,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,270000,Dammam,75000,False
253,359,5586,Cadillac,ATS,2016,Saudi,Black,Full,2.5,Gas,Automatic,88000,Al-Medina,70000,False
254,362,3343,Ford,Taurus,2019,Saudi,Black,Standard,2.0,Gas,Automatic,26000,Jeddah,84000,False
255,363,2444,GMC,Yukon,2013,Saudi,Brown,Standard,3.5,Gas,Automatic,157000,Al-Baha,72000,False
256,364,6336,Audi,A8,2007,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000,False
257,366,3361,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,92000,Jeddah,36000,False
258,367,6208,Chevrolet,Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000,False
259,369,8030,Audi,A6,2015,Saudi,Silver,Full,3.0,Gas,Automatic,77000,Riyadh,75000,False
260,371,802,BMW,The 6,2014,Saudi,Grey,Full,3.0,Gas,Automatic,206000,Khobar,98000,False
261,372,2479,Chevrolet,Tahoe,2017,Saudi,Grey,Standard,5.3,Gas,Automatic,136517,Jeddah,107000,False
262,375,670,Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131099,Jeddah,36500,False
263,376,1991,Toyota,Hilux,1995,Saudi,White,Full,2.7,Gas,Manual,900000,Jeddah,14000,False
264,377,106,Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,28000,Dammam,95000,False
265,378,859,Hyundai,Senta fe,2016,Saudi,White,Standard,3.3,Gas,Automatic,199,Riyadh,1576,False
266,379,1305,Kia,K5,2021,Saudi,Silver,Standard,2.0,Gas,Automatic,61804,Jubail,1630,False
267,381,3779,Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,135000,Jeddah,45000,False
268,382,1461,BMW,X,2012,Other,Grey,Full,3.0,Gas,Automatic,294000,Jeddah,45000,False
269,386,1134,Toyota,Corolla,2018,Saudi,Brown,Standard,1.6,Gas,Automatic,55398,Riyadh,49000,False
270,387,3495,Chevrolet,Blazer,2005,Other,Blue,Full,2.0,Gas,Automatic,213000,Abha,13500,False
271,389,6873,Chevrolet,Tahoe,2011,Saudi,Red,Semi Full,5.3,Gas,Automatic,188000,Riyadh,53000,False
272,390,2880,GMC,Yukon,2018,Saudi,White,Standard,5.3,Gas,Automatic,87656,Riyadh,146500,False
273,393,2824,Mazda,CX9,2020,Saudi,Grey,Full,2.5,Gas,Automatic,44001,Riyadh,144500,False
274,395,2252,Toyota,Corolla,2018,Saudi,Golden,Standard,1.6,Gas,Automatic,85258,Dammam,50000,False
275,396,7176,Lexus,LS,2011,Other,White,Full,4.6,Gas,Automatic,220,Jeddah,90000,False
276,397,7521,Toyota,Corolla,2015,Gulf Arabic,Blue,Full,1.6,Gas,Automatic,90000,Tabouk,45000,False
277,398,2082,Nissan,Sunny,2007,Other,Grey,Semi Full,2.8,Gas,Manual,300020,Abha,15000,False
278,399,4693,Mercedes,E,2017,Other,Black,Full,3.5,Gas,Automatic,21000,Dammam,275000,False
279,400,1334,Changan,CS75,2020,Saudi,Red,Standard,1.6,Gas,Automatic,8000,Jeddah,62000,False
280,402,5336,Honda,City,2018,Gulf Arabic,White,Standard,1.5,Gas,Automatic,36000,Qassim,35000,False
281,403,5272,Hyundai,Sonata,2016,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,280000,Riyadh,34000,False
282,404,6801,Chevrolet,Camaro,2013,Gulf Arabic,White,Full,5.7,Gas,Automatic,243,Riyadh,55000,False
283,405,4282,Kia,Cerato,2018,Gulf Arabic,White,Standard,1.6,Gas,Automatic,215000,Al-Medina,30000,False
284,406,337,Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,106000,Dammam,79000,False
285,407,4832,Dodge,Charger,2017,Saudi,Grey,Full,3.6,Gas,Automatic,140000,Dammam,80000,False
286,408,1544,Toyota,Hilux,2013,Saudi,White,Semi Full,2.7,Gas,Manual,290,Tabouk,55000,False
287,410,1200,Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,150000,Riyadh,40000,False
288,411,2270,Toyota,Corolla,2016,Saudi,Another Color,Standard,1.6,Gas,Automatic,141195,Dammam,37000,False
289,413,1272,Hyundai,Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,22999,Riyadh,53000,False
290,415,1171,Toyota,Camry,2016,Saudi,Another Color,Standard,2.5,Gas,Automatic,86000,Riyadh,60000,False
291,416,875,BMW,The 7,2004,Saudi,Black,Full,6.6,Gas,Automatic,70000,Riyadh,49000,False
292,419,355,Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000,False
293,420,6511,Kia,Picanto,2017,Saudi,Red,Standard,1.0,Gas,Automatic,158000,Al-Medina,22500,False
294,422,3963,GMC,Sierra,2013,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000,False
295,423,614,Toyota,Corolla,2015,Other,White,Full,2.0,Gas,Automatic,80000,Riyadh,39000,False
296,424,4086,Mercedes,S,2010,Saudi,Brown,Full,3.8,Gas,Automatic,114000,Al-Medina,88000,False
297,425,5276,Toyota,Land Cruiser,2016,Saudi,White,Full,4.6,Gas,Automatic,107,Najran,185000,False
298,426,5005,Hyundai,Senta fe,2013,Saudi,Bronze,Full,3.3,Gas,Automatic,237000,Riyadh,43000,False
299,427,2747,Mercedes,C,2013,Other,Black,Full,6.0,Gas,Automatic,109000,Jeddah,59500,False
300,428,6945,Toyota,Land Cruiser,2007,Saudi,White,Standard,1.2,Gas,Automatic,300000,Taef,30000,False
301,431,7546,Kia,Rio,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,141000,Taef,22000,False
302,432,7262,Lexus,ES,2007,Other,Grey,Full,3.5,Gas,Automatic,196000,Jeddah,25000,False
303,435,5483,Toyota,Innova,2020,Saudi,Grey,Standard,2.7,Gas,Automatic,74000,Riyadh,75000,False
304,436,4295,Hyundai,Sonata,2013,Saudi,White,Standard,2.4,Gas,Manual,490000,Hafar Al-Batin,16000,False
305,437,233,Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,89136,Riyadh,26000,False
306,438,6043,Ford,Mustang,2010,Other,Black,Semi Full,3.7,Gas,Automatic,290000,Jazan,38000,False
307,439,7420,Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,90000,Riyadh,39000,False
308,440,2428,Chrysler,C300,2008,Saudi,White,Semi Full,6.0,Gas,Automatic,212,Dammam,12500,False
309,441,1030,Hyundai,Azera,2018,Saudi,Grey,Full,3.5,Gas,Automatic,50000,Riyadh,85000,False
310,443,7080,Hyundai,Sonata,2019,Saudi,Red,Semi Full,2.5,Gas,Automatic,120,Khobar,1550,False
311,444,2440,Honda,Odyssey,2015,Saudi,White,Full,3.5,Gas,Automatic,143000,Dammam,74000,False
312,446,4782,Peugeot,301,2014,Saudi,Grey,Semi Full,1.6,Gas,Automatic,100000,Makkah,16000,False
313,447,6755,Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,140000,Dammam,56000,False
314,448,1262,Chevrolet,Tahoe,2019,Saudi,Black,Semi Full,5.3,Gas,Automatic,10000,Riyadh,140000,False
315,449,280,Toyota,Ciocca,2009,Saudi,Grey,Full,5.7,Gas,Automatic,343000,Riyadh,60000,False
316,450,6526,Dodge,Charger,2015,Saudi,Red,Standard,3.6,Gas,Automatic,54300,Riyadh,63000,False
317,451,6817,Lexus,ES,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Riyadh,210000,False
318,455,3791,GMC,Sierra,2000,Gulf Arabic,White,Semi Full,1.5,Gas,Automatic,400000,Taef,10000,False
319,456,6284,Kia,Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,7600,Jeddah,2656,False
320,458,3760,Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,6000,Jeddah,85000,False
321,459,2333,Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,195000,Jeddah,31000,False
322,462,2902,Ford,Victoria,2010,Saudi,Bronze,Standard,4.6,Gas,Automatic,267488,Riyadh,32000,False
323,463,2501,Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,135000,Jeddah,58000,False
324,464,7853,Kia,Cerato,2016,Other,Grey,Semi Full,1.6,Diesel,Automatic,88000,Qassim,44000,False
325,466,3603,Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000,Al-Namas,25000,False
326,469,3452,Hyundai,H1,2015,Saudi,White,Standard,2.4,Gas,Automatic,144000,Riyadh,50000,False
327,471,169,Hyundai,Accent,2017,Saudi,Grey,Semi Full,1.4,Gas,Automatic,147000,Riyadh,29000,False
328,472,2391,Kia,Soul,2014,Saudi,Oily,Semi Full,1.6,Gas,Automatic,157000,Riyadh,30000,False
329,473,2231,Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,384000,Dammam,66000,False
330,476,4834,Honda,Accord,2015,Saudi,Red,Full,1.5,Gas,Automatic,137000,Dammam,68000,False
331,477,3125,Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,3549,Riyadh,286500,False
332,478,2294,Nissan,VTC,1998,Saudi,Another Color,Standard,4.0,Gas,Manual,415000,Dammam,21000,False
333,479,2042,Kia,Cadenza,2018,Saudi,Navy,Full,3.3,Gas,Automatic,148884,Riyadh,65000,False
334,482,5320,Ford,Marquis,2007,Other,Navy,Standard,4.6,Gas,Automatic,260000,Tabouk,18000,False
335,483,6856,Kia,Sorento,2010,Saudi,Black,Semi Full,3.3,Gas,Automatic,213000,Jeddah,22000,False
336,484,6400,Kia,Cores,2005,Saudi,White,Standard,4.0,Gas,Manual,400,Makkah,10000,False
337,485,728,Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,84273,Riyadh,38500,False
338,488,4849,Toyota,Land Cruiser Pickup,2020,Saudi,Another Color,Full,4.0,Gas,Manual,31888,Riyadh,155000,False
339,490,669,Toyota,Land Cruiser Pickup,2015,Saudi,Another Color,Full,4.0,Gas,Manual,203843,Riyadh,90000,False
340,491,2315,Toyota,Hilux,2016,Saudi,White,Standard,1.5,Gas,Manual,131006,Dammam,58000,False
341,492,1280,BMW,The 7,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,134000,Dammam,150000,False
342,494,6626,Lexus,LX,2012,Saudi,White,Full,5.7,Gas,Automatic,147000,Riyadh,170000,False
343,495,2263,GMC,Sierra,2013,Saudi,White,Standard,5.3,Gas,Automatic,300000,Dammam,45000,False
344,496,6876,Honda,Accord,2007,Saudi,White,Full,3.0,Gas,Automatic,470000,Makkah,15000,False
345,497,602,Hyundai,Elantra,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,119000,Riyadh,33000,False
346,498,6289,Toyota,Rav4,2018,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000,False
347,499,2841,Chevrolet,Tahoe,2015,Gulf Arabic,White,Full,5.3,Gas,Automatic,189000,Dammam,130000,False
348,501,4953,Mercedes,C,2017,Other,Grey,Full,2.0,Gas,Automatic,20000,Jeddah,180000,False
349,502,934,Toyota,Camry,2017,Saudi,Black,Standard,2.5,Gas,Automatic,120,Tabouk,55000,False
350,503,2549,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,199000,Dammam,31000,False
351,504,5870,Mitsubishi,Pajero,2016,Gulf Arabic,White,Semi Full,6.0,Gas,Automatic,200000,Qassim,53000,False
352,505,7662,MG,ZS,2021,Saudi,Blue,Standard,1.5,Gas,Automatic,600,Dammam,51000,False
353,509,3877,Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000,False
354,510,998,Changan,CS35,2021,Saudi,Blue,Full,1.6,Gas,Automatic,2400,Dammam,51000,False
355,513,151,Hyundai,Azera,2018,Saudi,Brown,Semi Full,3.5,Gas,Automatic,79000,Riyadh,75000,False
356,514,2077,Mercedes,C,2020,Other,White,Full,3.0,Gas,Automatic,33000,Jeddah,235000,False
357,515,926,Hyundai,Sonata,2019,Saudi,Silver,Full,2.4,Gas,Automatic,5400,Riyadh,78000,False
358,517,4889,Lexus,ES,2008,Other,Black,Full,3.5,Gas,Automatic,206000,Jubail,28000,False
359,520,1164,Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,211000,Riyadh,20000,False
360,521,942,Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,132714,Riyadh,41500,False
361,522,314,Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,36833,Riyadh,28500,False
362,523,6367,Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000,False
363,524,1010,Jeep,Grand Cherokee,2014,Saudi,White,Standard,5.7,Gas,Automatic,233000,Abha,50000,False
364,525,3596,Changan,Seven,2020,Saudi,White,Standard,1.4,Gas,Automatic,41600,Riyadh,28000,False
365,526,78,Honda,Accord,2015,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,221000,Riyadh,48000,False
366,527,3893,Ford,Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000,False
367,528,3317,Land Rover,Range Rover,2016,Saudi,Red,Semi Full,4.0,Gas,Automatic,72000,Makkah,280000,False
368,530,4607,GMC,Sierra,2014,Other,Brown,Full,5.3,Gas,Automatic,235,Najran,72000,False
369,532,7169,Fiat,500,2020,Saudi,Navy,Full,1.4,Gas,Automatic,7000,Riyadh,75000,False
370,533,6255,Toyota,Land Cruiser Pickup,2006,Saudi,White,Standard,4.0,Gas,Manual,406000,Dammam,55000,False
371,536,7712,Toyota,Yaris,2016,Saudi,Grey,Semi Full,1.5,Gas,Automatic,9800,Dammam,32000,False
372,537,5541,Ford,Victoria,2006,Saudi,White,Standard,4.6,Gas,Automatic,234000,Taef,22000,False
373,538,2863,Ford,Taurus,2015,Other,Grey,Full,3.5,Gas,Automatic,92000,Dammam,72000,False
374,539,2012,Chevrolet,Camaro,2018,Other,Silver,Full,3.6,Gas,Automatic,89000,Dammam,109000,False
375,543,7737,Toyota,Camry,2015,Gulf Arabic,White,Standard,2.4,Gas,Automatic,161000,Dammam,55000,False
376,544,414,Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000,Riyadh,72000,False
377,547,5437,Land Rover,Range Rover,2020,Saudi,Black,Full,3.0,Gas,Automatic,11500,Riyadh,510000,False
378,548,4160,Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,46800,Dammam,257000,False
379,549,4541,Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,73000,Qassim,61000,False
380,550,2844,Toyota,Corolla,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,124000,Khobar,40000,False
381,552,6706,Chevrolet,Tahoe,2019,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,32300,Aseer,168000,False
382,553,1241,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,88288,Riyadh,51500,False
383,557,7708,Chevrolet,Tahoe,2012,Saudi,Silver,Semi Full,5.3,Gas,Automatic,250385,Dammam,47500,False
384,558,1974,Ford,Edge,2017,Saudi,Black,Semi Full,3.5,Gas,Automatic,92000,Riyadh,81000,False
385,559,4970,Hyundai,Elantra,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,126009,Riyadh,40500,False
386,560,6315,GMC,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000,False
387,562,4605,Mercedes,C,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,140000,Dammam,105000,False
388,563,5094,Nissan,Patrol,1997,Saudi,Silver,Full,4.0,Gas,Automatic,200000,Qassim,17000,False
389,564,5638,GMC,Yukon,2009,Saudi,Black,Standard,5.3,Gas,Automatic,523000,Al-Ahsa,45000,False
390,565,3220,Ford,Taurus,2018,Other,Black,Full,3.5,Gas,Automatic,92000,Dammam,93000,False
391,566,4439,Ford,Victoria,2011,Saudi,Brown,Full,4.6,Gas,Automatic,343000,Jeddah,29000,False
392,568,6254,Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000,False
393,569,2429,Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,161000,Arar,68000,False
394,570,478,GMC,Sierra,2020,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000,Riyadh,159000,False
395,571,7095,Mercedes,C,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,50000,Riyadh,150000,False
396,572,4035,Chevrolet,Blazer,2007,Saudi,Black,Semi Full,6.0,Gas,Automatic,400,Jazan,8000,False
397,573,1081,Ford,Taurus,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,27000,Riyadh,83000,False
398,574,5829,Hyundai,Accent,2017,Saudi,Grey,Standard,1.4,Gas,Automatic,158000,Dammam,29000,False
399,575,3445,Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,7000,Dammam,42500,False
400,576,6670,Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,69000,Dammam,82000,False
401,578,595,Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000,Riyadh,108000,False
402,579,3109,Dodge,Durango,2013,Other,Black,Full,5.7,Gas,Automatic,275000,Tabouk,40000,False
403,580,7438,Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,11000,Riyadh,63000,False
404,581,3403,GMC,Suburban,1997,Saudi,Silver,Standard,5.3,Gas,Automatic,20000,Qassim,45000,False
405,582,1160,Ford,Expedition,2012,Saudi,Grey,Semi Full,5.4,Gas,Automatic,266007,Riyadh,49500,False
406,583,7528,Dodge,Challenger,2012,Saudi,Black,Full,3.6,Gas,Automatic,360000,Jubail,35000,False
407,584,2156,Mazda,6,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,175000,Dammam,50000,False
408,585,6427,Ford,Echo Sport,2015,Saudi,White,Standard,1.4,Gas,Automatic,101600,Riyadh,28000,False
409,586,3918,Toyota,Land Cruiser,2000,Saudi,White,Full,4.8,Gas,Automatic,396000,Al-Medina,30000,False
410,587,4019,Nissan,Juke,2014,Saudi,Navy,Semi Full,2.0,Gas,Automatic,68000,Riyadh,35000,False
411,588,4453,Mitsubishi,Pajero,2015,Saudi,Brown,Semi Full,3.5,Gas,Automatic,99000,Al-Ahsa,55000,False
412,590,5937,Mazda,3,2017,Saudi,White,Standard,1.5,Gas,Automatic,107921,Qassim,39000,False
413,591,4344,Toyota,Camry,2007,Gulf Arabic,Silver,Full,2.4,Gas,Manual,450,Tabouk,16500,False
414,592,1335,Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,5.7,Gas,Automatic,101000,Dammam,220000,False
415,593,5720,Volkswagen,CC,2014,Saudi,Brown,Full,2.0,Gas,Automatic,163672,Riyadh,55000,False
416,594,3173,Toyota,Land Cruiser,2015,Saudi,Grey,Full,4.0,Gas,Automatic,180000,Dammam,135000,False
417,595,3999,Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000,False
418,596,3444,Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,25000,Dammam,110000,False
419,597,4463,Mercedes,S,2015,Other,Black,Full,3.0,Gas,Automatic,300000,Riyadh,188000,False
420,599,2685,Lexus,LX,2018,Saudi,Silver,Full,5.7,Gas,Automatic,90000,Jeddah,350000,False
421,600,7335,GMC,Suburban,1994,Saudi,Blue,Semi Full,5.7,Gas,Automatic,357624,Al-Medina,15000,False
422,603,2350,Kia,Optima,2017,Saudi,Black,Full,2.0,Gas,Automatic,104000,Riyadh,47500,False
423,605,4579,Lexus,LX,2014,Saudi,Grey,Full,5.7,Gas,Automatic,150000,Dammam,190000,False
424,606,4517,Mercedes,C,2019,Saudi,Silver,Semi Full,2.0,Gas,Automatic,44000,Dammam,185000,False
425,607,2416,GMC,Sierra,2016,Saudi,Silver,Semi Full,6.0,Gas,Automatic,450000,Dammam,71000,False
426,608,436,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000,False
427,609,3204,Ford,Taurus,2016,Other,Black,Full,3.5,Gas,Automatic,110000,Dammam,75000,False
428,610,1287,Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,221000,Riyadh,70000,False
429,611,5361,Toyota,Prado,2006,Saudi,White,Semi Full,4.0,Gas,Manual,600000,Jazan,33000,False
430,612,7086,Hyundai,Sonata,2016,Saudi,Brown,Semi Full,2.4,Gas,Automatic,210000,Riyadh,35000,False
431,613,7177,Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,155000,Riyadh,35000,False
432,615,1888,Chevrolet,Tahoe,2007,Saudi,Bronze,Semi Full,5.5,Gas,Automatic,450,Jeddah,27500,False
433,616,3560,Toyota,Prado,2014,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,198000,Jeddah,76000,False
434,617,4314,Mazda,CX5,2019,Saudi,White,Standard,2.5,Gas,Automatic,84000,Hail,75000,False
435,620,1734,Lexus,LX,2020,Saudi,White,Full,5.7,Gas,Automatic,14000,Jeddah,420000,False
436,622,4377,Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,52000,Dammam,51000,False
437,623,3328,Ford,Expedition,2012,Saudi,Grey,Standard,5.4,Gas,Automatic,350000,Jeddah,30000,False
438,624,1315,Hyundai,Senta fe,2018,Saudi,White,Semi Full,3.3,Gas,Automatic,84000,Dammam,75000,False
439,625,3196,Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,190000,Dammam,26000,False
440,627,6534,Hyundai,Sonata,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,215000,Riyadh,28000,False
441,628,968,Changan,Eado,2020,Saudi,Red,Semi Full,1.6,Gas,Automatic,94182,Riyadh,44000,False
442,630,7954,Mercedes,ML,2013,Saudi,Black,Semi Full,3.3,Gas,Automatic,165000,Riyadh,90000,False
443,631,4209,Volkswagen,Passat,2015,Other,Silver,Full,2.5,Diesel,Automatic,70000,Jeddah,73000,False
444,633,6580,Honda,CRV,2013,Saudi,White,Full,2.4,Gas,Automatic,167000,Jeddah,45000,False
445,634,258,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,88795,Riyadh,26500,False
446,635,3838,GMC,Suburban,1995,Saudi,Oily,Semi Full,5.3,Gas,Automatic,215000,Riyadh,13000,False
447,636,7470,Lexus,ES,2011,Saudi,Another Color,Full,3.5,Gas,Automatic,282000,Jeddah,53000,False
448,637,1204,Chevrolet,Tahoe,2021,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,700,Dammam,229000,False
449,638,1499,GMC,Suburban,2004,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,111878,Al-Ahsa,15000,False
450,640,6119,Kia,Carnival,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000,False
451,642,600,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,110000,Riyadh,27000,False
452,645,2338,Honda,Odyssey,2010,Saudi,Bronze,Full,3.5,Gas,Automatic,260000,Riyadh,33000,False
453,648,2646,Chevrolet,Tahoe,2016,Saudi,Brown,Standard,5.3,Gas,Automatic,194000,Dammam,108000,False
454,649,7098,Mercedes,S,2012,Other,Grey,Full,4.7,Gas,Automatic,188000,Khobar,80000,False
455,650,3395,Volkswagen,Passat,2013,Saudi,Blue,Standard,2.5,Gas,Automatic,160000,Jeddah,35000,False
456,651,1059,Nissan,Patrol,2020,Saudi,Silver,Full,4.0,Gas,Automatic,29000,Jeddah,238000,False
457,652,1956,Audi,S8,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,42000,Dammam,229000,False
